gene_name	gene_id	lsv_id	mean_dpsi_per_lsv_junction	probability_changing	probability_non_changing	CycloheximideControl_mean_psi	CycloheximideTDP43KD_mean_psi	lsv_type	num_junctions	num_exons	de_novo_junctions	seqid	strand	junctions_coords	exons_coords	ir_coords	ucsc_lsv_link
NPIPB13	ENSG00000198064.13	ENSG00000198064.13:t:30235520-30235579	-0.0000;-0.1106;0.0887;0.0001;0.0062	7.586e-21;5.920e-01;4.069e-01;2.039e-09;3.878e-05	1.000e+00;3.315e-02;1.052e-01;9.962e-01;8.301e-01	0.0029;0.1348;0.8457;0.0005;0.0194	0.0005;0.0005;0.9382;0.0209;0.0396	t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|1e4.1o1	5	5	0;1;0;0;1	chr16	-	30235579-30245454;30235579-30240111;30235579-30239966;30235579-30239292;30235579-30238375	30235520-30235579;30238375-na;30239292-30239420;30239966-30240242;30245454-30245611		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr16%3A30245611-30235520
ZBTB14	ENSG00000198081.11	ENSG00000198081.11:t:5293244-5293647	-0.3390;0.3390	9.626e-01;9.626e-01	8.187e-04;8.187e-04	0.7104;0.2896	0.3553;0.6447	t|1e1.1o1|1e2.1o1	2	3	0;0	chr18	-	5293327-5295813;5293327-5293972	5293244-5293647;5293972-5294001;5295813-5296195		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr18%3A5296195-5293244
NUP62CL	ENSG00000198088.10	ENSG00000198088.10:t:107153454-107153503	0.1304;-0.1304	5.600e-01;5.600e-01	3.926e-02;3.926e-02	0.3892;0.6108	0.5677;0.4323	t|1e1.1o1|1e2.1o1	2	3	0;0	chrX	-	107153503-107167649;107153503-107154096	107153454-107153503;107154096-107154246;107167649-107167784		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chrX%3A107167784-107153454
SFI1	ENSG00000198089.16	ENSG00000198089.16:s:31528690-31529067	0.0000;0.1561;-0.1563	7.586e-21;7.340e-01;7.347e-01	1.000e+00;2.068e-02;2.060e-02	0.0015;0.4486;0.5499	0.0016;0.6309;0.3676	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr22	+	31528863-31530592;31528863-31531058;31528863-31546861	31528690-31529067;31530592-31530784;31531058-31531129;31546861-31546971		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr22%3A31546971-31528690
SFI1	ENSG00000198089.16	ENSG00000198089.16:s:31611766-31611840	-0.1194;0.1194	5.311e-01;5.311e-01	4.891e-02;4.891e-02	0.5025;0.4975	0.3449;0.6551	s|1e1.1o1|1e2.1o1	2	3	0;0	chr22	+	31611840-31611999;31611840-31613142	31611766-31611840;31611999-31612442;31612773-31613216		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr22%3A31613216-31611766
ZNF607	ENSG00000198182.13	ENSG00000198182.13:s:37709696-37709822	0.1806;-0.1327;-0.0165	8.798e-01;6.739e-01;3.597e-03	5.829e-03;3.109e-02;6.668e-01	0.1392;0.8127;0.0482	0.3245;0.6651;0.0118	s|1e1.1o2|1e1.2o2|1e2.1o1	3	3	0;0;0	chr19	-	37708012-37709696;37708009-37709696;37699895-37709696	37696371-37699895;37707914-37708012;37709696-37709822		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A37709822-37696371
ZNF607	ENSG00000198182.13	ENSG00000198182.13:t:37711610-37711692	-0.1144;0.1144	5.254e-01;5.254e-01	5.373e-02;5.373e-02	0.8595;0.1405	0.6961;0.3039	t|1e1.1o1|1e2.1o1	2	3	0;0	chr19	-	37711692-37719269;37711692-37719015	37711610-37711692;37719015-37719188;37719269-37719761		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A37719761-37711610
ZNF334	ENSG00000198185.11	ENSG00000198185.11:t:46504614-46504740	0.0134;-0.0376;-0.0706;0.1335;-0.0100	4.759e-02;2.453e-01;2.849e-01;6.083e-01;2.431e-03	4.999e-01;1.811e-01;1.580e-01;3.639e-02;7.572e-01	0.0773;0.4654;0.1195;0.2803;0.0419	0.1002;0.4240;0.0332;0.4298;0.0017	t|1e1.3o3|1e2.1o1|1e3.1o1|1e4.1o1|2e1.2o3	5	5	1;0;0;0;1	chr20	-	46504740-46512540;46504740-46512082;46504740-46509605;46504740-46506307;46504722-46513410	46504614-46504740;46506307-46506638;46509605-46509751;46512082-46512140;46512540-46513559		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr20%3A46513559-46504614
RP11-566K11.2	ENSG00000198211.8	ENSG00000198211.8:s:89919165-89920208	0.1634;0.0216;-0.1972	8.979e-01;3.376e-02;9.675e-01	3.332e-03;5.080e-01;6.306e-04	0.1301;0.0671;0.7995	0.2979;0.1038;0.5984	s|1e1.1o1|1e2.1o1|i	3	3	0;1;1	chr16	+	89920208-89920590;89920208-89932571;89920209-89920589	89919165-89920208;89920590-89920768;89932571-89932679	89920209-89920589	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr16%3A89932679-89919165
HELZ	ENSG00000198265.12	ENSG00000198265.12:s:67160897-67161076	0.1019;-0.1164;0.0036	5.224e-01;6.218e-01;5.162e-08	6.451e-02;4.047e-02;8.889e-01	0.3076;0.6672;0.0279	0.4197;0.5422;0.0398	s|1e1.1o2|1e1.2o2|1e2.1o1	3	3	0;0;1	chr17	-	67160365-67160897;67160362-67160897;67151224-67160897	67151046-67151224;67160261-67160365;67160897-67161076		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A67161076-67151046
TMEM116	ENSG00000198270.13	ENSG00000198270.13:s:111991744-111991889	0.0021;0.0908;0.0136;-0.1337	1.746e-01;4.183e-01;1.637e-01;6.482e-01	2.488e-01;7.721e-02;2.602e-01;3.341e-02	0.2280;0.2055;0.3849;0.1840	0.2061;0.3549;0.4216;0.0205	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;0;0;0	chr12	-	111978787-111991758;111965759-111991758;111943369-111991758;111938210-111991758	111938047-111938210;111943261-111943369;111965592-111965759;111978736-111978787;111991744-111991889		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A111991889-111938047
TMEM116	ENSG00000198270.13	ENSG00000198270.13:t:111943261-111943369	-0.0408;-0.0548;0.1069	2.449e-01;2.736e-01;4.687e-01	1.646e-01;1.597e-01;5.787e-02	0.6147;0.1789;0.1989	0.5269;0.0842;0.3850	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr12	-	111943369-111991758;111943369-111978736;111943369-111965595	111943261-111943369;111965592-111965759;111978736-111978787;111991744-111991889		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A111991889-111943261
PEG3	ENSG00000198300.14	ENSG00000198300.14:s:56836018-56836104	-0.0176;0.1118;-0.0038;-0.0219;-0.0000;0.0000;-0.0303;0.0002;0.0000;0.0026	3.279e-03;5.542e-01;6.819e-03;4.743e-02;6.173e-09;7.997e-09;1.452e-01;2.405e-07;2.697e-07;6.278e-02	6.571e-01;5.437e-02;6.972e-01;4.784e-01;9.986e-01;9.994e-01;2.950e-01;9.938e-01;9.881e-01;4.451e-01	0.0535;0.0678;0.0735;0.1584;0.0130;0.0034;0.3513;0.0087;0.0236;0.2431	0.0089;0.1884;0.0666;0.1204;0.0084;0.0053;0.3115;0.0145;0.0156;0.2335	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1|1e7.1o1|1e8.1o1|1e9.1o2|1e9.2o2	10	10	1;1;0;0;0;0;0;0;0;0	chr19	-	56834462-56836018;56833984-56836018;56833763-56836018;56833420-56836018;56829921-56836018;56827246-56836018;56826463-56836018;56824741-56836018;56824514-56836018;56824427-56836018	na-56834462;56824262-56824514;56824546-56825006;56826388-56826463;56827134-56827246;56829783-56829921;56833290-56833420;56833643-56833763;56833950-56833984;56836018-56836104		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A56836104-56824262
PEG3	ENSG00000198300.14	ENSG00000198300.14:t:56818600-56818702	-0.1310;0.1310	6.963e-01;6.963e-01	2.421e-02;2.421e-02	0.7822;0.2178	0.6502;0.3498	t|1e1.1o1|1e2.1o1	2	3	0;1	chr19	-	56818702-56821651;56818702-56818876	56818600-56818702;56818876-56818939;56821651-56821754		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A56821754-56818600
PEG3	ENSG00000198300.14	ENSG00000198300.14:t:56833290-56833420	-0.0982;0.1038;-0.0052	4.686e-01;5.009e-01;7.055e-02	7.529e-02;6.527e-02;4.306e-01	0.3323;0.3519;0.2914	0.2116;0.4990;0.2878	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;1;0	chr19	-	56833420-56836018;56833420-56833950;56833420-56833643	56833290-56833420;56833643-56833763;56833950-56833984;56836018-56836104		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A56836104-56833290
ASPH	ENSG00000198363.18	ENSG00000198363.18:s:61633683-61633727	-0.0000;0.3565;-0.3839;0.0029	7.586e-21;9.999e-01;1.000e+00;1.989e-05	1.000e+00;1.178e-07;8.730e-09;9.096e-01	0.0014;0.3118;0.6823;0.0073	0.0008;0.6626;0.3020;0.0345	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;0;0;0	chr8	-	61633376-61633683;61626280-61633683;61619019-61633683;61584029-61633683	61583944-61584029;61618978-61619019;61623710-61626280;61633125-61633376;61633683-61633727		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A61633727-61583944
ASPH	ENSG00000198363.18	ENSG00000198363.18:s:61651050-61651431	-0.0285;0.1058;-0.0549;-0.0000	2.762e-02;5.360e-01;2.331e-01;7.046e-21	5.000e-01;6.440e-02;2.035e-01;1.000e+00	0.0618;0.5249;0.4117;0.0011	0.0217;0.6395;0.3421;0.0005	s|1e1.1o1|1e2.1o1|1e3.1o1|i	4	4	1;0;0;1	chr8	-	61647057-61651050;61646878-61651050;61644632-61651050;61647058-61651049	61644600-61644632;61646750-61646878;61646955-61647057;61651050-61651431	61647058-61651049	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A61651431-61644600
ASPH	ENSG00000198363.18	ENSG00000198363.18:t:61500556-61503509	0.0748;-0.1051;-0.0000;0.0027	3.026e-01;5.499e-01;6.293e-08;7.945e-05	1.437e-01;5.102e-02;9.998e-01;9.186e-01	0.0193;0.9765;0.0022;0.0022	0.1177;0.8525;0.0013;0.0280	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	1;0;1;1	chr8	-	61503509-61518032;61503509-61517528;61503509-61513016;61503509-61509993	61500556-61503509;61509993-61510073;61513016-na;61517013-61517661;61518032-61518123		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A61518123-61500556
ASPH	ENSG00000198363.18	ENSG00000198363.18:t:61583944-61584029	0.0000;0.0032;0.0957;-0.1191	4.653e-06;1.641e-03;4.539e-01;5.974e-01	9.979e-01;8.966e-01;8.404e-02;4.526e-02	0.0030;0.0030;0.0152;0.9787	0.0034;0.0188;0.1462;0.8295	t|1e1.1o1|1e2.2o2|1e3.1o1|1e4.1o1	4	5	0;0;0;0	chr8	-	61584029-61680968;61584029-61637947;61584029-61633683;61584029-61618978	61583944-61584029;61618978-61619019;61633683-61633727;61637947-61638046;61680524-61681036		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A61681036-61583944
UVRAG	ENSG00000198382.9	ENSG00000198382.9:s:76008807-76008867	0.1118;-0.1641;0.0308	6.012e-01;8.840e-01;4.340e-03	3.965e-02;4.189e-03;5.532e-01	0.0795;0.9056;0.0135	0.1974;0.7374;0.0618	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;1	chr11	+	76008867-76012927;76008867-76016815;76008867-76065710	76008807-76008867;76012927-76013102;76016815-76016980;76065710-76065788		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr11%3A76065788-76008807
ZNF26	ENSG00000198393.8	ENSG00000198393.8:s:132986365-132986873	0.1723;0.0000;-0.0099;-0.1733	9.237e-01;7.587e-21;9.920e-05;9.246e-01	2.223e-03;1.000e+00;7.360e-01;2.174e-03	0.5839;0.0005;0.0493;0.3652	0.7614;0.0136;0.0341;0.1907	s|1e1.1o1|1e2.1o1|1e3.1o2|1e4.1o1	4	5	0;0;0;0	chr12	+	132986873-132987665;132986873-133001633;132986873-133006057;132986873-133007042	132986365-132986873;132987665-132987768;133001633-133001731;133004404-133006259;133007042-133007168		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A133007168-132986365
ZNF26	ENSG00000198393.8	ENSG00000198393.8:t:133007042-133007168	-0.1268;0.0211;0.0000;0.0290;0.0240;0.0081	7.062e-01;4.975e-02;7.046e-21;2.334e-03;4.167e-02;3.260e-03	1.862e-02;4.731e-01;1.000e+00;5.484e-01;4.855e-01;7.515e-01	0.2916;0.4021;0.0044;0.0407;0.1940;0.0684	0.1593;0.4416;0.0081;0.0706;0.2301;0.0901	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o2|1e4.2o2|i	6	5	0;1;0;1;1;0	chr12	+	132986873-133007042;132987768-133007042;133001731-133007042;133006208-133007042;133006259-133007042;133006260-133007041	132986365-132986873;132987665-132987768;133001633-133001731;133004404-133006259;133007042-133007168	133006260-133007041	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A133007168-132986365
NTRK1	ENSG00000198400.13	ENSG00000198400.13:s:156860815-156861146	0.1573;-0.0130;-0.1045;0.0000	8.636e-01;4.773e-03;5.245e-01;7.046e-21	5.357e-03;6.752e-01;6.734e-02;1.000e+00	0.8236;0.0526;0.1330;0.0011	0.9960;0.0013;0.0013;0.0013	s|1e1.1o1|1e2.1o1|1e3.1o1|i	4	4	0;1;1;1	chr1	+	156861146-156864354;156861146-156873633;156861146-156874571;156861147-156864353	156860815-156861146;156864354-156864428;156873633-156873959;156874571-156874626	156861147-156864353	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A156874626-156860815
NTRK1	ENSG00000198400.13	ENSG00000198400.13:t:156873633-156873959	0.0002;-0.0748;-0.0287;0.1412	5.255e-06;3.089e-01;5.628e-02;7.229e-01	9.916e-01;1.481e-01;4.519e-01;2.339e-02	0.0026;0.1157;0.0658;0.8146	0.0116;0.0017;0.0097;0.9743	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;1;0;0	chr1	+	156842193-156873633;156861146-156873633;156868647-156873633;156871755-156873633	156842081-156842193;156860815-156861146;156868505-156868647;156871623-156871755;156873633-156873959		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A156873959-156842081
TCAF1	ENSG00000198420.10	ENSG00000198420.10:t:143875989-143876622	0.0000;0.0378;0.0635;-0.1281;0.0733;-0.0553	7.586e-21;7.211e-05;1.543e-01;7.400e-01;2.865e-01;6.768e-02	1.000e+00;5.264e-01;2.658e-01;1.486e-02;1.457e-01;3.672e-01	0.0028;0.0417;0.1059;0.3287;0.3379;0.1759	0.0100;0.0717;0.1830;0.1998;0.4218;0.1111	t|1e1.1o3|1e1.2o3|1e1.3o3|1e2.1o1|1e3.1o1|1e4.1o1	6	5	0;0;0;1;0;0	chr7	-	143876622-143902074;143876622-143902027;143876622-143901961;143876622-143885210;143876622-143882736;143876622-143881923	143875989-143876622;143881923-143882099;143882736-143882905;143885210-143885370;143901961-143902198		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A143902198-143875989
TXNRD1	ENSG00000198431.16	ENSG00000198431.16:s:104287322-104287350	0.1852;-0.1837;-0.0002	7.331e-01;7.300e-01;1.050e-04	1.528e-02;1.566e-02;9.875e-01	0.7005;0.2927;0.0070	0.9275;0.0678;0.0048	s|1e1.1o1|1e2.1o1|2e3.1o1	3	4	0;0;0	chr12	+	104287346-104288931;104287346-104311290;104287350-104325337	104287322-104287350;104288718-104289403;104311290-104311412;104325337-104325429		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A104325429-104287322
ZNF583	ENSG00000198440.9	ENSG00000198440.9:t:56407026-56407123	-0.0000;0.0090;0.0042;-0.4302;0.2690;0.0593	6.517e-08;5.514e-03;1.159e-02;1.000e+00;9.830e-01;1.773e-01	9.998e-01;7.300e-01;6.477e-01;8.067e-08;4.905e-04;2.549e-01	0.0017;0.0017;0.0416;0.9233;0.0316;0.0017	0.0012;0.0452;0.0525;0.4920;0.3123;0.0938	t|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2|1e4.1o1|i	6	5	0;0;0;0;1;1	chr19	+	56398383-56407026;56404089-56407026;56404429-56407026;56404452-56407026;56406447-56407026;56404453-56407025	na-56406447;56398277-56398383;56404014-56404089;56404330-56404452;56407026-56407123	56404453-56407025	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A56407123-56398277
ZNF568	ENSG00000198453.13	ENSG00000198453.13:s:36937147-36937242	-0.3486;0.3486	9.995e-01;9.995e-01	3.030e-06;3.030e-06	0.7825;0.2175	0.4384;0.5616	s|1e1.1o1|1e2.1o1	2	3	0;0	chr19	+	36937242-36949512;36937242-36974420	36937147-36937242;36949512-36950461;36974420-36974466		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A36974466-36937147
ZNF568	ENSG00000198453.13	ENSG00000198453.13:s:36974420-36974466	-0.1229;0.1922;-0.0368;0.0000	5.697e-01;8.025e-01;1.721e-01;2.782e-08	4.525e-02;1.091e-02;2.601e-01;9.999e-01	0.4526;0.2585;0.2912;0.0019	0.3014;0.4691;0.2290;0.0022	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;0;0;0	chr19	+	36974466-36976327;36974466-36979004;36974466-36991176;36974466-36991751	36974420-36974466;36976327-36976367;36979004-36980317;36991053-36991299;36991751-36991846		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A36991846-36974420
ZNF568	ENSG00000198453.13	ENSG00000198453.13:s:36976327-36976367	-0.1478;0.1452;0.0002	5.893e-01;5.815e-01;1.212e-04	3.021e-02;3.143e-02;9.866e-01	0.5376;0.4575;0.0051	0.3112;0.6818;0.0069	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	1;1;0	chr19	+	36976367-36979004;36976367-36991176;36976367-36991751	36976327-36976367;36979004-36980317;36991053-36991299;36991751-36991846		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A36991846-36976327
ZNF568	ENSG00000198453.13	ENSG00000198453.13:t:36974420-36974466	0.2544;-0.0000;-0.2544	9.590e-01;1.325e-09;9.589e-01	1.235e-03;9.999e-01;1.240e-03	0.3738;0.0023;0.6240	0.6489;0.0022;0.3491	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr19	+	36937242-36974420;36973410-36974420;36973753-36974420	36937147-36937242;36973213-36973410;36973538-36973753;36974420-36974466		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A36974466-36937147
ZNF568	ENSG00000198453.13	ENSG00000198453.13:t:36979004-36980317	0.2637;-0.2637	8.803e-01;8.803e-01	4.023e-03;4.023e-03	0.4815;0.5185	0.7763;0.2237	t|1e1.1o1|1e2.1o1	2	3	0;1	chr19	+	36974466-36979004;36976367-36979004	36974420-36974466;36976327-36976367;36979004-36980317		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A36980317-36974420
ZNF587	ENSG00000198466.12	ENSG00000198466.12:s:57861285-57861473	0.1080;-0.1080	5.596e-01;5.596e-01	5.832e-02;5.832e-02	0.6352;0.3648	0.7593;0.2407	s|1e1.1o1|i	2	2	0;0	chr19	+	57861473-57861794;57861474-57861793	57861285-57861473;57861794-57865117	57861474-57861793	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A57865117-57861285
ZNF808	ENSG00000198482.14	ENSG00000198482.14:s:52553107-52556336	0.1739;-0.1739	7.822e-01;7.822e-01	1.449e-02;1.449e-02	0.0455;0.9545	0.2372;0.7628	s|2e1.1o1|i	2	2	0;1	chr19	+	52556050-52563318;52556337-52563317	52553107-52556336;52563318-52564464	52556337-52563317	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A52564464-52553107
NBR2	ENSG00000198496.12	ENSG00000198496.12:s:43125551-43125770	0.1036;-0.0056;-0.0719	4.786e-01;1.278e-02;3.223e-01	7.042e-02;7.228e-01;1.378e-01	0.8380;0.0387;0.1222	0.9808;0.0153;0.0042	s|1e1.1o1|1e2.1o1|i	3	3	0;0;1	chr17	+	43125770-43131208;43125770-43138657;43125771-43131207	43125551-43125770;43131208-43131270;43138657-43138922	43125771-43131207	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A43138922-43125551
MAFK	ENSG00000198517.10	ENSG00000198517.10:t:1539149-1539228	0.1791;-0.0000;-0.1785;-0.0000	7.955e-01;3.311e-09;7.936e-01;3.311e-09	1.240e-02;1.000e+00;1.259e-02;1.000e+00	0.5213;0.0018;0.4749;0.0018	0.7269;0.0015;0.2701;0.0015	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;1;0;0	chr7	+	1530898-1539149;1534054-1539149;1538457-1539149;1538826-1539149	na-1534054;1530702-1530898;1537487-1538457;1538708-1538826;1539149-1539228		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A1539228-1530702
ZNF43	ENSG00000198521.12	ENSG00000198521.12:t:21819095-21819221	-0.0125;0.0023;0.0014;-0.1087;0.0067;0.0061;0.0638	1.919e-02;1.098e-03;4.639e-04;4.960e-01;2.844e-03;2.552e-03;3.072e-01	6.261e-01;8.287e-01;8.969e-01;6.053e-02;8.119e-01;7.592e-01;1.411e-01	0.0464;0.0240;0.0189;0.3193;0.0014;0.0198;0.5599	0.0256;0.0332;0.0243;0.1773;0.0296;0.0390;0.6560	t|1e1.1o1|1e2.1o1|1e3.2o2|1e4.1o1|1e5.1o1|1e6.1o1|1e7.1o1	7	8	0;1;1;0;0;0;0	chr19	-	21819221-21851905;21819221-21850938;21819221-21845392;21819221-21843145;21819221-21839809;21819221-21837854;21819221-21836036	21819095-21819221;21836036-21836187;21837854-21838034;21839597-21841647;21843145-21843326;21845392-21845506;21850938-21851162;21851905-21852125		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A21852125-21819095
ZNF28	ENSG00000198538.11	ENSG00000198538.11:s:52807876-52808133	0.1297;-0.1297	5.566e-01;5.566e-01	4.025e-02;4.025e-02	0.6002;0.3998	0.7706;0.2294	s|1e1.1o1|1e2.1o9	2	3	0;0	chr19	-	52805262-52808007;52801702-52808007	52797408-52801702;52805145-52806021;52807876-52808133		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A52808133-52797408
ZNF28	ENSG00000198538.11	ENSG00000198538.11:t:52797408-52801702	-0.0419;-0.0208;-0.1095;-0.0103;0.2264;-0.0043	5.693e-02;6.813e-03;5.564e-01;2.090e-04;9.708e-01;1.660e-05	4.059e-01;6.072e-01;5.599e-02;7.357e-01;6.539e-04;8.483e-01	0.0888;0.0727;0.3016;0.0476;0.4516;0.0346	0.0348;0.0450;0.1810;0.0304;0.6781;0.0245	t|1e3.1o1|1e4.1o1|1e5.1o1|2e5.1o1|4e1.1o1|9e2.1o1	6	6	0;0;0;0;1;1	chr19	-	52801702-52817944;52801702-52808007;52801702-52805145;52801660-52805145;52800000-52840870;52799225-52840317	52797408-52801702;52805145-52806021;52807876-52808133;52817944-52818031;52840317-na;52840870-na		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A52840880-52797408
CTNND1	ENSG00000198561.16	ENSG00000198561.16:s:57805541-57806035	0.2039;-0.2039	9.972e-01;9.972e-01	1.080e-07;1.080e-07	0.4650;0.5350	0.6616;0.3384	s|1e1.1o1|1e2.1o1	2	3	0;0	chr11	+	57806035-57806461;57806035-57806915	57805541-57806035;57806254-57806478;57806915-57806983		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr11%3A57806983-57805541
CTNND1	ENSG00000198561.16	ENSG00000198561.16:t:57806915-57806983	-0.1835;0.1835	9.851e-01;9.851e-01	1.343e-05;1.343e-05	0.5572;0.4428	0.3755;0.6245	t|1e1.1o1|1e2.1o1	2	3	0;0	chr11	+	57806035-57806915;57806478-57806915	57805541-57806035;57806254-57806478;57806915-57806983		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr11%3A57806983-57805541
DDX39B	ENSG00000198563.14	ENSG00000198563.14:s:31541950-31542448	0.0000;-0.1117;0.0000;0.1052;0.0000	7.586e-21;5.937e-01;7.586e-21;5.358e-01;7.586e-21	1.000e+00;2.921e-02;1.000e+00;6.797e-02;1.000e+00	0.0039;0.6842;0.0023;0.3020;0.0074	0.0035;0.5721;0.0018;0.4073;0.0138	s|1e1.1o1|1e2.1o4|1e2.2o4|1e2.3o4|1e2.4o4	5	3	0;0;0;0;1	chr6	-	31541327-31541950;31540664-31541950;31540566-31541950;31540534-31541950;31540401-31541950	31540322-31540664;31541153-31541327;31541950-31542448		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A31542448-31540322
DDX39B	ENSG00000198563.14	ENSG00000198563.14:t:31540322-31540664	-0.0956;0.0000;0.0000;0.0000;-0.0000;0.0000;0.1059;0.0000;0.0000;0.0000;0.0000;0.0018	4.791e-01;7.046e-21;7.046e-21;7.046e-21;7.046e-21;7.046e-21;5.595e-01;7.046e-21;7.046e-21;7.046e-21;7.046e-21;7.933e-21	6.250e-02;1.000e+00;1.000e+00;1.000e+00;1.000e+00;1.000e+00;3.544e-02;1.000e+00;1.000e+00;1.000e+00;1.000e+00;9.130e-01	0.6224;0.0016;0.0123;0.0021;0.0212;0.0020;0.2753;0.0118;0.0000;0.0067;0.0067;0.0377	0.5304;0.0015;0.0075;0.0010;0.0145;0.0016;0.3776;0.0055;0.0021;0.0038;0.0127;0.0418	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|2e1.1o1|3e1.1o1|3e3.1o1|3e4.1o1|3e5.1o1|4e1.1o1|i	12	6	0;0;1;0;0;0;0;0;0;0;1;0	chr6	-	31540664-31541950;31540664-31541833;31540664-31541634;31540664-31541396;31540664-31541153;31540566-31541950;31540534-31541950;31540534-31541634;31540534-31541396;31540534-31541153;31540401-31541950;31540665-31541152	31540322-31540664;31541153-31541327;31541396-31541531;31541634-31541729;31541833-31541937;31541950-31542448	31540665-31541152	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A31542448-31540322
