# SignalP-5.0	Organism: Eukarya	Timestamp: 20220628144707
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
ENST00000542263.5	OTHER	0.003411	0.996589	
ENST00000542342.6	OTHER	0.091174	0.908826	
ENST00000542467.1	OTHER	0.001144	0.998856	
ENST00000542629.5	OTHER	0.000927	0.999073	
ENST00000542781.5	OTHER	0.015731	0.984269	
ENST00000542854.5	OTHER	0.001165	0.998835	
ENST00000543304.5	OTHER	0.001135	0.998865	
ENST00000543322.5	OTHER	0.002237	0.997763	
ENST00000543680.5	OTHER	0.000420	0.999580	
ENST00000543881.5	OTHER	0.000658	0.999342	
ENST00000544041.5	OTHER	0.070759	0.929241	
ENST00000544052.6	OTHER	0.004908	0.995092	
ENST00000544292.5	OTHER	0.000581	0.999419	
ENST00000544373.5	OTHER	0.001921	0.998079	
ENST00000544767.5	OTHER	0.001222	0.998778	
ENST00000545082.5	OTHER	0.001719	0.998281	
ENST00000545232.6	OTHER	0.001769	0.998231	
ENST00000545334.5	OTHER	0.000927	0.999073	
ENST00000545381.5	OTHER	0.000927	0.999073	
ENST00000545693.5	OTHER	0.002562	0.997438	
ENST00000546072.5	OTHER	0.000919	0.999081	
ENST00000546537.6	OTHER	0.010808	0.989192	
ENST00000546834.5	SP(Sec/SPI)	0.998457	0.001543	CS pos: 16-17. ALA-HP. Pr: 0.8717
ENST00000547026.6	OTHER	0.006624	0.993376	
ENST00000547081.1	OTHER	0.001127	0.998873	
ENST00000547242.5	OTHER	0.001127	0.998873	
ENST00000547315.6	OTHER	0.003371	0.996629	
ENST00000547428.1	OTHER	0.144692	0.855308	
ENST00000547649.5	OTHER	0.000441	0.999559	
ENST00000547718.5	OTHER	0.022297	0.977703	
ENST00000547878.6	OTHER	0.010808	0.989192	
ENST00000548045.5	OTHER	0.000999	0.999001	
ENST00000548125.5	OTHER	0.001127	0.998873	
ENST00000548200.5	OTHER	0.000587	0.999413	
ENST00000548400.5	OTHER	0.000535	0.999465	
ENST00000548580.5	OTHER	0.000555	0.999445	
ENST00000549125.5	OTHER	0.002689	0.997311	
ENST00000549240.1	OTHER	0.001306	0.998694	
ENST00000549537.6	OTHER	0.000734	0.999266	
ENST00000550298.1	OTHER	0.000715	0.999285	
ENST00000550344.5	OTHER	0.001127	0.998873	
ENST00000550614.5	OTHER	0.001306	0.998694	
ENST00000550665.5	OTHER	0.013068	0.986932	
ENST00000550690.1	OTHER	0.021928	0.978072	
ENST00000550697.6	OTHER	0.000441	0.999559	
ENST00000550800.6	OTHER	0.363469	0.636531	
ENST00000550831.7	OTHER	0.363469	0.636531	
ENST00000550896.1	OTHER	0.002407	0.997593	
ENST00000551297.6	OTHER	0.010808	0.989192	
ENST00000551489.5	OTHER	0.002159	0.997841	
ENST00000551589.5	OTHER	0.000441	0.999559	
ENST00000551813.1	OTHER	0.001127	0.998873	
ENST00000552374.7	OTHER	0.010808	0.989192	
ENST00000553302.1	OTHER	0.004798	0.995202	
ENST00000553380.1	OTHER	0.000949	0.999051	
ENST00000553774.2	OTHER	0.007381	0.992619	
ENST00000553867.5	OTHER	0.000573	0.999427	
ENST00000554104.5	OTHER	0.002099	0.997901	
ENST00000554143.5	OTHER	0.001595	0.998405	
ENST00000554438.6	OTHER	0.002586	0.997414	
ENST00000554489.5	OTHER	0.001595	0.998405	
ENST00000554778.1	OTHER	0.000736	0.999264	
ENST00000554914.1	OTHER	0.002421	0.997579	
ENST00000554951.6	OTHER	0.002586	0.997414	
ENST00000555100.1	OTHER	0.001358	0.998642	
ENST00000555135.1	OTHER	0.000584	0.999416	
ENST00000555142.5	OTHER	0.001595	0.998405	
ENST00000555166.5	OTHER	0.001036	0.998964	
ENST00000555206.5	OTHER	0.001445	0.998555	
ENST00000555463.1	SP(Sec/SPI)	0.860284	0.139716	CS pos: 24-25. CAG-RA. Pr: 0.3545
ENST00000555716.5	OTHER	0.000126	0.999874	
ENST00000555925.5	OTHER	0.000996	0.999004	
ENST00000556147.6	OTHER	0.000573	0.999427	
ENST00000556148.5	OTHER	0.000364	0.999636	
ENST00000556345.6	OTHER	0.000550	0.999450	
ENST00000556366.5	OTHER	0.002099	0.997901	
ENST00000556492.6	OTHER	0.001172	0.998828	
ENST00000557038.5	OTHER	0.000464	0.999536	
ENST00000557057.5	OTHER	0.017700	0.982300	
ENST00000557076.6	OTHER	0.001054	0.998946	
ENST00000557421.7	OTHER	0.002586	0.997414	
ENST00000557676.5	OTHER	0.001595	0.998405	
ENST00000557850.5	OTHER	0.000739	0.999261	
ENST00000557901.5	SP(Sec/SPI)	0.978839	0.021161	CS pos: 20-21. LEA-IQ. Pr: 0.8486
ENST00000558320.5	OTHER	0.000519	0.999481	
ENST00000558472.5	OTHER	0.013821	0.986179	
ENST00000558546.5	OTHER	0.013552	0.986448	
ENST00000558656.1	OTHER	0.021802	0.978198	
ENST00000558658.6	OTHER	0.000655	0.999345	
ENST00000558813.5	OTHER	0.003204	0.996796	
ENST00000558970.2	OTHER	0.001118	0.998882	
ENST00000558978.5	OTHER	0.013821	0.986179	
ENST00000559139.5	OTHER	0.000655	0.999345	
ENST00000559237.5	OTHER	0.000433	0.999567	
ENST00000559352.1	OTHER	0.000519	0.999481	
ENST00000559416.5	OTHER	0.001458	0.998542	
ENST00000559540.5	OTHER	0.001135	0.998865	
ENST00000560002.5	OTHER	0.000519	0.999481	
ENST00000560107.6	OTHER	0.000942	0.999058	
ENST00000560158.6	OTHER	0.000794	0.999206	
ENST00000560346.5	OTHER	0.000655	0.999345	
ENST00000560369.5	OTHER	0.001007	0.998993	
ENST00000560403.5	OTHER	0.179314	0.820686	
ENST00000560448.5	OTHER	0.004145	0.995855	
ENST00000560600.1	OTHER	0.004105	0.995895	
ENST00000560669.5	OTHER	0.000655	0.999345	
ENST00000560755.5	OTHER	0.001259	0.998741	
ENST00000560825.5	OTHER	0.001118	0.998882	
ENST00000560891.6	OTHER	0.010103	0.989897	
ENST00000560978.2	OTHER	0.000457	0.999543	
ENST00000561081.5	OTHER	0.001213	0.998787	
ENST00000561230.5	OTHER	0.000655	0.999345	
ENST00000561292.1	SP(Sec/SPI)	0.974854	0.025146	CS pos: 35-36. VWC-FS. Pr: 0.9247
ENST00000561411.1	OTHER	0.002496	0.997504	
ENST00000561465.1	OTHER	0.000844	0.999156	
ENST00000561755.1	OTHER	0.006662	0.993338	
ENST00000561801.2	OTHER	0.009436	0.990564	
ENST00000561888.1	OTHER	0.004830	0.995170	
ENST00000562224.1	OTHER	0.001326	0.998674	
ENST00000562286.1	OTHER	0.042776	0.957224	
ENST00000562325.5	SP(Sec/SPI)	0.661062	0.338938	CS pos: 20-21. CHS-HA. Pr: 0.3674
ENST00000562971.1	OTHER	0.006860	0.993140	
ENST00000562998.1	SP(Sec/SPI)	0.953537	0.046463	CS pos: 22-23. SHA-FA. Pr: 0.7221
ENST00000563965.5	OTHER	0.012960	0.987040	
ENST00000564043.1	OTHER	0.000578	0.999422	
ENST00000564317.5	SP(Sec/SPI)	0.935318	0.064682	CS pos: 22-23. SHA-FA. Pr: 0.7107
ENST00000564415.6	OTHER	0.000421	0.999579	
ENST00000564586.5	OTHER	0.000641	0.999359	
ENST00000564653.6	OTHER	0.000421	0.999579	
ENST00000564998.1	OTHER	0.001326	0.998674	
ENST00000565043.5	OTHER	0.005981	0.994019	
ENST00000565376.2	OTHER	0.001637	0.998363	
ENST00000565419.2	OTHER	0.000226	0.999774	
ENST00000566340.5	OTHER	0.001267	0.998733	
ENST00000566621.6	OTHER	0.000765	0.999235	
ENST00000566827.5	OTHER	0.000575	0.999425	
ENST00000567934.5	SP(Sec/SPI)	0.953537	0.046463	CS pos: 22-23. SHA-FA. Pr: 0.7221
ENST00000567941.5	SP(Sec/SPI)	0.537342	0.462658	CS pos: 31-32. GSA-LR. Pr: 0.2014
ENST00000568479.2	OTHER	0.000722	0.999278	
ENST00000569517.5	SP(Sec/SPI)	0.537342	0.462658	CS pos: 31-32. GSA-LR. Pr: 0.2014
ENST00000569534.5	SP(Sec/SPI)	0.537342	0.462658	CS pos: 31-32. GSA-LR. Pr: 0.2014
ENST00000569693.5	OTHER	0.079409	0.920591	
ENST00000569840.7	OTHER	0.015925	0.984075	
ENST00000569936.5	OTHER	0.001920	0.998080	
ENST00000570265.6	OTHER	0.000765	0.999235	
ENST00000573352.5	OTHER	0.002129	0.997871	
ENST00000573391.1	OTHER	0.003054	0.996946	
ENST00000573780.5	OTHER	0.000222	0.999778	
ENST00000574446.1	OTHER	0.007768	0.992232	
ENST00000574668.1	OTHER	0.000338	0.999662	
ENST00000574953.5	OTHER	0.000890	0.999110	
ENST00000575130.5	OTHER	0.000222	0.999778	
ENST00000575156.5	OTHER	0.000862	0.999138	
ENST00000575949.6	OTHER	0.000396	0.999604	
ENST00000576453.1	OTHER	0.002129	0.997871	
ENST00000576910.7	OTHER	0.000230	0.999770	
ENST00000578138.5	OTHER	0.000947	0.999053	
ENST00000578620.1	OTHER	0.370360	0.629640	
ENST00000578621.5	OTHER	0.000884	0.999116	
ENST00000578916.2	OTHER	0.001257	0.998743	
ENST00000578985.5	OTHER	0.002742	0.997258	
ENST00000579018.5	OTHER	0.160760	0.839240	
ENST00000579434.5	OTHER	0.000254	0.999746	
ENST00000579534.6	OTHER	0.000465	0.999535	
ENST00000579732.5	OTHER	0.091174	0.908826	
ENST00000579953.5	OTHER	0.000901	0.999099	
ENST00000579955.1	OTHER	0.002166	0.997834	
ENST00000580168.5	OTHER	0.000901	0.999099	
ENST00000580170.6	SP(Sec/SPI)	0.996945	0.003055	CS pos: 20-21. AAG-ET. Pr: 0.5693
ENST00000580557.5	OTHER	0.091174	0.908826	
ENST00000580880.1	OTHER	0.000254	0.999746	
ENST00000580982.5	OTHER	0.003646	0.996354	
ENST00000581066.2	OTHER	0.000688	0.999312	
ENST00000581159.5	OTHER	0.000901	0.999099	
ENST00000581475.5	OTHER	0.004611	0.995389	
ENST00000581581.1	SP(Sec/SPI)	0.745110	0.254890	CS pos: 28-29. GLA-VG. Pr: 0.5460
ENST00000581950.5	OTHER	0.000522	0.999478	
ENST00000582693.5	OTHER	0.003496	0.996504	
ENST00000583136.5	OTHER	0.000831	0.999169	
ENST00000583715.5	SP(Sec/SPI)	0.707227	0.292773	CS pos: 39-40. AAA-AG. Pr: 0.4822
ENST00000583777.5	OTHER	0.226085	0.773915	
ENST00000584129.1	OTHER	0.001283	0.998717	
ENST00000584453.5	OTHER	0.004611	0.995389	
ENST00000585023.5	OTHER	0.001759	0.998241	
ENST00000585089.5	OTHER	0.002742	0.997258	
ENST00000585208.5	OTHER	0.016305	0.983695	
ENST00000585313.5	OTHER	0.000278	0.999722	
ENST00000585340.2	OTHER	0.004500	0.995500	
ENST00000585344.6	OTHER	0.140522	0.859478	
ENST00000585377.5	OTHER	0.021838	0.978162	
ENST00000585513.1	SP(Sec/SPI)	0.987652	0.012348	CS pos: 21-22. AVA-PG. Pr: 0.4137
ENST00000585923.6	OTHER	0.140522	0.859478	
ENST00000586255.5	OTHER	0.005900	0.994100	
ENST00000586463.5	OTHER	0.005681	0.994319	
ENST00000586527.1	OTHER	0.011280	0.988720	
ENST00000586534.6	OTHER	0.000341	0.999659	
ENST00000586646.1	OTHER	0.000727	0.999273	
ENST00000586933.5	OTHER	0.002978	0.997022	
ENST00000587067.1	OTHER	0.000424	0.999576	
ENST00000587093.1	OTHER	0.006403	0.993597	
ENST00000587352.5	OTHER	0.001217	0.998783	
ENST00000587501.1	OTHER	0.019594	0.980406	
ENST00000587557.5	OTHER	0.489675	0.510325	
ENST00000588124.1	OTHER	0.005900	0.994100	
ENST00000588140.1	OTHER	0.000912	0.999088	
ENST00000588576.1	SP(Sec/SPI)	0.986383	0.013617	CS pos: 42-43. ALA-QP. Pr: 0.9552
ENST00000588700.5	OTHER	0.001217	0.998783	
ENST00000588928.1	OTHER	0.000762	0.999238	
ENST00000589046.1	OTHER	0.000727	0.999273	
ENST00000589172.5	OTHER	0.003978	0.996022	
ENST00000589230.6	OTHER	0.004500	0.995500	
ENST00000589248.5	OTHER	0.000326	0.999674	
ENST00000589339.6	OTHER	0.140522	0.859478	
ENST00000589666.6	OTHER	0.006563	0.993437	
ENST00000589683.5	OTHER	0.000412	0.999588	
ENST00000589703.5	OTHER	0.000244	0.999756	
ENST00000589799.5	OTHER	0.000326	0.999674	
ENST00000589935.1	OTHER	0.006035	0.993965	
ENST00000589955.2	OTHER	0.001032	0.998968	
ENST00000590083.5	OTHER	0.040046	0.959954	
ENST00000590574.6	OTHER	0.004742	0.995258	
ENST00000590851.5	OTHER	0.007524	0.992476	
ENST00000591070.6	OTHER	0.004500	0.995500	
ENST00000591100.6	OTHER	0.049300	0.950700	
ENST00000591305.5	OTHER	0.006921	0.993079	
ENST00000591497.5	OTHER	0.002828	0.997172	
ENST00000591576.5	OTHER	0.004500	0.995500	
ENST00000591609.1	OTHER	0.013356	0.986644	
ENST00000591652.1	OTHER	0.000572	0.999428	
ENST00000592158.2	OTHER	0.000405	0.999595	
ENST00000592298.5	OTHER	0.000999	0.999001	
ENST00000592470.1	OTHER	0.003978	0.996022	
ENST00000592504.5	OTHER	0.000932	0.999068	
ENST00000592629.1	OTHER	0.003915	0.996085	
ENST00000592695.1	OTHER	0.004500	0.995500	
ENST00000592776.1	OTHER	0.000551	0.999449	
ENST00000592844.5	OTHER	0.000326	0.999674	
ENST00000592896.5	OTHER	0.005900	0.994100	
ENST00000593114.5	OTHER	0.000341	0.999659	
ENST00000593138.6	OTHER	0.004500	0.995500	
ENST00000593635.1	OTHER	0.074712	0.925288	
ENST00000593729.5	OTHER	0.000920	0.999080	
ENST00000593880.1	OTHER	0.037544	0.962456	
ENST00000594154.5	OTHER	0.000379	0.999621	
ENST00000594369.6	OTHER	0.000990	0.999010	
ENST00000594658.5	OTHER	0.001547	0.998453	
ENST00000595618.5	OTHER	0.000867	0.999133	
ENST00000595763.1	OTHER	0.030946	0.969054	
ENST00000596323.1	OTHER	0.001086	0.998914	
ENST00000596341.5	OTHER	0.000990	0.999010	
ENST00000596459.5	OTHER	0.000862	0.999138	
ENST00000596802.5	OTHER	0.001513	0.998487	
ENST00000596975.5	SP(Sec/SPI)	0.995586	0.004414	CS pos: 23-24. SLG-AE. Pr: 0.7004
ENST00000597073.5	OTHER	0.010701	0.989299	
ENST00000597273.1	OTHER	0.000379	0.999621	
ENST00000597761.7	OTHER	0.000505	0.999495	
ENST00000597976.5	OTHER	0.001050	0.998950	
ENST00000598745.5	OTHER	0.000379	0.999621	
ENST00000598927.5	SP(Sec/SPI)	0.995586	0.004414	CS pos: 23-24. SLG-AE. Pr: 0.7004
ENST00000599701.5	OTHER	0.008175	0.991825	
ENST00000599988.5	SP(Sec/SPI)	0.837780	0.162220	CS pos: 23-24. SLG-AE. Pr: 0.6400
ENST00000600231.5	OTHER	0.001100	0.998900	
ENST00000600321.5	OTHER	0.001050	0.998950	
ENST00000600368.5	OTHER	0.000379	0.999621	
ENST00000600381.1	SP(Sec/SPI)	0.952013	0.047987	CS pos: 37-38. GAG-GG. Pr: 0.4214
ENST00000601310.1	OTHER	0.001594	0.998406	
ENST00000601916.1	OTHER	0.001666	0.998334	
ENST00000602177.1	OTHER	0.000991	0.999009	
ENST00000602439.5	OTHER	0.001378	0.998622	
ENST00000602465.6	OTHER	0.000861	0.999139	
ENST00000602544.5	OTHER	0.000775	0.999225	
ENST00000602670.1	OTHER	0.000996	0.999004	
ENST00000602764.5	OTHER	0.000775	0.999225	
ENST00000602831.5	OTHER	0.000775	0.999225	
ENST00000602866.5	OTHER	0.000284	0.999716	
ENST00000602868.1	OTHER	0.000775	0.999225	
ENST00000603665.1	OTHER	0.014112	0.985888	
ENST00000603726.5	OTHER	0.000748	0.999252	
ENST00000603795.5	OTHER	0.000748	0.999252	
ENST00000603881.5	OTHER	0.055721	0.944279	
ENST00000604969.1	OTHER	0.003063	0.996937	
ENST00000604971.5	OTHER	0.000903	0.999097	
ENST00000605035.5	OTHER	0.003585	0.996415	
ENST00000605679.5	OTHER	0.014112	0.985888	
ENST00000605750.5	SP(Sec/SPI)	0.809907	0.190093	CS pos: 31-32. GLS-NL. Pr: 0.6199
ENST00000605888.1	OTHER	0.013958	0.986042	
ENST00000608353.5	OTHER	0.000284	0.999716	
ENST00000608525.5	OTHER	0.000471	0.999529	
ENST00000608868.2	OTHER	0.000284	0.999716	
ENST00000608949.5	OTHER	0.065526	0.934474	
ENST00000609116.5	OTHER	0.000928	0.999072	
ENST00000609185.5	OTHER	0.000820	0.999180	
ENST00000609336.5	OTHER	0.002805	0.997195	
ENST00000610160.1	OTHER	0.002795	0.997205	
ENST00000610343.5	OTHER	0.002668	0.997332	
ENST00000610372.4	OTHER	0.000625	0.999375	
ENST00000610535.5	OTHER	0.000187	0.999813	
ENST00000610872.1	OTHER	0.000542	0.999458	
ENST00000610919.4	OTHER	0.001147	0.998853	
ENST00000611415.4	OTHER	0.000424	0.999576	
ENST00000611582.5	OTHER	0.000636	0.999364	
ENST00000611607.4	OTHER	0.000351	0.999649	
ENST00000611775.4	OTHER	0.002198	0.997802	
ENST00000612083.5	OTHER	0.000740	0.999260	
ENST00000612128.1	OTHER	0.004469	0.995531	
ENST00000612133.4	OTHER	0.000355	0.999645	
ENST00000612399.4	OTHER	0.000824	0.999176	
ENST00000612719.4	OTHER	0.000727	0.999273	
ENST00000612846.5	OTHER	0.000740	0.999260	
ENST00000613508.4	OTHER	0.005491	0.994509	
ENST00000614069.4	OTHER	0.000727	0.999273	
ENST00000614107.4	SP(Sec/SPI)	0.986755	0.013245	CS pos: 23-24. MHS-DC. Pr: 0.4257
ENST00000614145.5	OTHER	0.000688	0.999312	
ENST00000614176.5	OTHER	0.000566	0.999434	
ENST00000614521.2	OTHER	0.003438	0.996562	
ENST00000615481.4	OTHER	0.000399	0.999601	
ENST00000615615.4	OTHER	0.001468	0.998532	
ENST00000615729.4	SP(Sec/SPI)	0.544466	0.455534	CS pos: 19-20. LVC-LE. Pr: 0.1771
ENST00000615946.4	OTHER	0.000490	0.999510	
ENST00000615985.4	OTHER	0.000244	0.999756	
ENST00000616467.4	OTHER	0.002675	0.997325	
ENST00000616481.4	OTHER	0.001456	0.998544	
ENST00000616524.4	OTHER	0.001456	0.998544	
ENST00000616990.4	OTHER	0.000679	0.999321	
ENST00000618002.4	OTHER	0.000222	0.999778	
ENST00000618547.4	OTHER	0.003941	0.996059	
ENST00000618601.5	OTHER	0.000740	0.999260	
ENST00000618931.2	OTHER	0.003930	0.996070	
ENST00000619294.4	OTHER	0.003365	0.996635	
ENST00000619325.1	OTHER	0.002496	0.997504	
ENST00000619373.5	OTHER	0.000740	0.999260	
ENST00000619518.5	OTHER	0.000740	0.999260	
ENST00000619586.5	OTHER	0.000740	0.999260	
ENST00000619756.4	OTHER	0.001068	0.998932	
ENST00000619920.4	OTHER	0.000443	0.999557	
ENST00000620041.4	OTHER	0.000557	0.999443	
ENST00000620105.5	OTHER	0.010505	0.989495	
ENST00000620121.4	OTHER	0.000772	0.999228	
ENST00000620217.4	OTHER	0.000729	0.999271	
ENST00000620295.2	OTHER	0.001555	0.998445	
ENST00000620323.1	OTHER	0.071170	0.928830	
ENST00000620447.1	OTHER	0.002668	0.997332	
ENST00000620862.4	OTHER	0.002880	0.997120	
ENST00000620875.5	OTHER	0.007321	0.992679	
ENST00000621302.4	OTHER	0.003365	0.996635	
ENST00000622102.4	OTHER	0.092690	0.907310	
ENST00000622427.4	OTHER	0.000691	0.999309	
ENST00000622447.5	OTHER	0.000740	0.999260	
ENST00000622488.6	OTHER	0.002362	0.997638	
ENST00000622514.4	OTHER	0.000183	0.999817	
ENST00000622612.4	OTHER	0.003365	0.996635	
ENST00000622724.3	OTHER	0.001555	0.998445	
ENST00000622732.5	OTHER	0.000740	0.999260	
ENST00000623037.2	OTHER	0.000396	0.999604	
ENST00000623361.3	OTHER	0.007031	0.992969	
ENST00000625284.2	OTHER	0.000399	0.999601	
ENST00000625457.1	OTHER	0.022064	0.977936	
ENST00000625755.2	OTHER	0.001336	0.998664	
ENST00000625761.2	OTHER	0.001733	0.998267	
ENST00000627543.2	OTHER	0.001077	0.998923	
ENST00000628346.2	OTHER	0.001077	0.998923	
ENST00000629669.2	OTHER	0.001272	0.998728	
ENST00000630961.1	OTHER	0.015722	0.984278	
ENST00000631252.2	OTHER	0.011703	0.988297	
ENST00000631589.1	OTHER	0.008696	0.991304	
ENST00000631834.1	OTHER	0.000734	0.999266	
ENST00000634363.1	OTHER	0.001015	0.998985	
ENST00000634486.1	OTHER	0.002232	0.997768	
ENST00000634589.1	OTHER	0.007643	0.992357	
ENST00000634607.2	OTHER	0.001280	0.998720	
ENST00000634650.1	OTHER	0.000828	0.999172	
ENST00000635811.1	OTHER	0.001144	0.998856	
ENST00000636280.1	OTHER	0.001077	0.998923	
ENST00000636887.1	OTHER	0.001286	0.998714	
ENST00000636925.1	OTHER	0.002362	0.997638	
ENST00000637504.1	OTHER	0.001144	0.998856	
ENST00000638167.1	OTHER	0.140522	0.859478	
ENST00000638183.1	OTHER	0.140522	0.859478	
ENST00000638216.1	OTHER	0.000308	0.999692	
ENST00000638369.1	OTHER	0.140522	0.859478	
ENST00000638374.1	OTHER	0.000203	0.999797	
ENST00000638838.1	OTHER	0.000353	0.999647	
ENST00000639031.1	OTHER	0.000523	0.999477	
ENST00000639169.1	OTHER	0.029565	0.970435	
ENST00000639287.1	OTHER	0.000308	0.999692	
ENST00000639912.1	OTHER	0.140522	0.859478	
ENST00000640051.2	OTHER	0.000396	0.999604	
ENST00000640269.1	OTHER	0.000308	0.999692	
ENST00000640540.1	OTHER	0.140522	0.859478	
ENST00000640593.1	OTHER	0.140522	0.859478	
ENST00000640621.1	OTHER	0.000396	0.999604	
ENST00000640876.1	OTHER	0.140522	0.859478	
ENST00000642349.1	OTHER	0.038698	0.961302	
ENST00000642355.1	OTHER	0.000582	0.999418	
ENST00000642356.2	OTHER	0.001116	0.998884	
ENST00000642391.1	OTHER	0.001057	0.998943	
ENST00000642394.1	OTHER	0.008436	0.991564	
ENST00000642461.1	OTHER	0.004240	0.995760	
ENST00000642638.1	OTHER	0.005629	0.994371	
ENST00000642734.1	OTHER	0.000626	0.999374	
ENST00000642817.1	OTHER	0.001360	0.998640	
ENST00000642933.1	OTHER	0.057414	0.942586	
ENST00000642959.1	OTHER	0.000683	0.999317	
ENST00000643094.1	OTHER	0.000582	0.999418	
ENST00000643143.1	OTHER	0.001491	0.998509	
ENST00000643296.1	OTHER	0.004742	0.995258	
ENST00000643505.1	OTHER	0.012090	0.987910	
ENST00000643561.1	OTHER	0.004700	0.995300	
ENST00000643605.1	OTHER	0.009796	0.990204	
ENST00000643728.2	OTHER	0.000424	0.999576	
ENST00000643798.1	OTHER	0.001841	0.998159	
ENST00000643851.1	OTHER	0.003094	0.996906	
ENST00000644076.2	OTHER	0.000751	0.999249	
ENST00000644142.1	OTHER	0.002233	0.997767	
ENST00000644551.1	OTHER	0.057414	0.942586	
ENST00000644587.1	OTHER	0.000706	0.999294	
ENST00000644635.1	OTHER	0.002874	0.997126	
ENST00000644681.1	OTHER	0.001251	0.998749	
ENST00000644760.1	OTHER	0.004742	0.995258	
ENST00000644766.1	OTHER	0.007321	0.992679	
ENST00000645164.2	OTHER	0.000582	0.999418	
ENST00000645283.1	OTHER	0.003794	0.996206	
ENST00000645350.1	OTHER	0.005197	0.994803	
ENST00000645460.1	OTHER	0.004742	0.995258	
ENST00000645526.1	OTHER	0.000292	0.999708	
ENST00000645535.1	OTHER	0.001251	0.998749	
ENST00000645636.1	SP(Sec/SPI)	0.842547	0.157453	CS pos: 24-25. VSS-NS. Pr: 0.6094
ENST00000645722.2	OTHER	0.000342	0.999658	
ENST00000645756.1	OTHER	0.001491	0.998509	
ENST00000645816.1	OTHER	0.000551	0.999449	
ENST00000645829.3	OTHER	0.007321	0.992679	
ENST00000645907.1	OTHER	0.001116	0.998884	
ENST00000646050.1	OTHER	0.000935	0.999065	
ENST00000646098.1	OTHER	0.057414	0.942586	
ENST00000646199.1	OTHER	0.184768	0.815232	
ENST00000646367.1	OTHER	0.000772	0.999228	
ENST00000646484.1	OTHER	0.004742	0.995258	
ENST00000646489.1	OTHER	0.316157	0.683843	
ENST00000646492.1	OTHER	0.001683	0.998317	
ENST00000646520.1	OTHER	0.377647	0.622353	
ENST00000646533.1	OTHER	0.000765	0.999235	
ENST00000646559.1	OTHER	0.005629	0.994371	
ENST00000646593.1	OTHER	0.000762	0.999238	
ENST00000646632.1	OTHER	0.011921	0.988079	
ENST00000646657.1	OTHER	0.000765	0.999235	
ENST00000646818.2	OTHER	0.000935	0.999065	
ENST00000646879.1	OTHER	0.057414	0.942586	
ENST00000646892.1	OTHER	0.000292	0.999708	
ENST00000646985.1	OTHER	0.000835	0.999165	
ENST00000647080.1	OTHER	0.000935	0.999065	
ENST00000647230.1	OTHER	0.004742	0.995258	
ENST00000647317.2	OTHER	0.004375	0.995625	
ENST00000647584.2	OTHER	0.004611	0.995389	
ENST00000647658.1	OTHER	0.000820	0.999180	
ENST00000647874.1	OTHER	0.002012	0.997988	
ENST00000648006.3	SP(Sec/SPI)	0.994956	0.005044	CS pos: 20-21. LEA-IQ. Pr: 0.8824
ENST00000648371.1	OTHER	0.000679	0.999321	
ENST00000648616.1	OTHER	0.010505	0.989495	
ENST00000648750.1	OTHER	0.040046	0.959954	
ENST00000648777.1	OTHER	0.000722	0.999278	
ENST00000648878.1	OTHER	0.000973	0.999027	
ENST00000648936.2	OTHER	0.057414	0.942586	
ENST00000649309.1	OTHER	0.005531	0.994469	
ENST00000649451.1	OTHER	0.007940	0.992060	
ENST00000649522.1	OTHER	0.003708	0.996292	
ENST00000649528.3	OTHER	0.001683	0.998317	
ENST00000649695.3	OTHER	0.000699	0.999301	
ENST00000649699.1	OTHER	0.005024	0.994976	
ENST00000649800.1	OTHER	0.001352	0.998648	
ENST00000649809.1	OTHER	0.002297	0.997703	
ENST00000649901.1	OTHER	0.001295	0.998705	
ENST00000650026.1	OTHER	0.001352	0.998648	
ENST00000650044.2	OTHER	0.040046	0.959954	
ENST00000650188.1	OTHER	0.000699	0.999301	
ENST00000650344.2	OTHER	0.004642	0.995358	
ENST00000650387.1	OTHER	0.000699	0.999301	
ENST00000650403.1	OTHER	0.167510	0.832490	
ENST00000650508.1	OTHER	0.001352	0.998648	
ENST00000650576.1	OTHER	0.000326	0.999674	
ENST00000650772.1	OTHER	0.008696	0.991304	
ENST00000650810.1	OTHER	0.000533	0.999467	
ENST00000650831.1	OTHER	0.000424	0.999576	
ENST00000650843.1	OTHER	0.000533	0.999467	
ENST00000650952.1	OTHER	0.000533	0.999467	
ENST00000651049.1	OTHER	0.000488	0.999512	
ENST00000651097.1	OTHER	0.001497	0.998503	
ENST00000651192.1	OTHER	0.001635	0.998365	
ENST00000651298.1	OTHER	0.008696	0.991304	
ENST00000651385.1	OTHER	0.000520	0.999480	
ENST00000651600.1	OTHER	0.356984	0.643016	
ENST00000651695.1	OTHER	0.004973	0.995027	
ENST00000651709.1	OTHER	0.001059	0.998941	
ENST00000651811.1	OTHER	0.000533	0.999467	
ENST00000651849.1	OTHER	0.002266	0.997734	
ENST00000651943.2	OTHER	0.000717	0.999283	
ENST00000651982.1	OTHER	0.001515	0.998485	
ENST00000652263.1	SP(Sec/SPI)	0.952013	0.047987	CS pos: 37-38. GAG-GG. Pr: 0.4214
ENST00000652290.1	OTHER	0.001601	0.998399	
ENST00000652443.1	OTHER	0.001622	0.998378	
ENST00000652450.1	OTHER	0.000413	0.999587	
ENST00000652463.1	OTHER	0.000533	0.999467	
ENST00000652497.1	OTHER	0.008696	0.991304	
